origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Port Strike,2.76
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Equipment Failure,8.46
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Piracy Threat,3.02
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,6.17
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Equipment Failure,1.95
WH_CHICAGO,WH_NY,1140,Road,2,2,Equipment Failure,3.13
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Equipment Failure,9.89
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.3
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.47
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.69
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Congestion,7.81
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Equipment Failure,17.61
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.72
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Equipment Failure,7.71
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Port Strike,2.27
WH_CHICAGO,WH_NY,1140,Road,2,8,Equipment Failure,4.46
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Equipment Failure,5.18
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Port Strike,35.22
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Port Strike,2.58
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Piracy Threat,11.2
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Severe Weather,15.92
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,5.63
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Severe Weather,4.98
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Equipment Failure,7.37
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Port Strike,24.77
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Congestion,13.49
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Equipment Failure,12.93
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Severe Weather,1.94
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Congestion,8.14
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,2.84
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Congestion,23.44
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,8,Port Strike,13.62
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.71
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,19.87
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Severe Weather,33.6
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,8.0
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.78
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Equipment Failure,31.57
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.47
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Equipment Failure,5.76
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.04
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Congestion,12.18
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Equipment Failure,1.88
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Piracy Threat,38.52
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Port Strike,41.52
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Port Strike,2.29
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Port Strike,2.56
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Congestion,35.3
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Equipment Failure,16.26
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Piracy Threat,16.51
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Port Strike,1.12
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Severe Weather,28.9
WH_CHICAGO,WH_NY,1140,Road,2,10,Congestion,5.32
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Congestion,11.43
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Port Strike,21.42
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Congestion,2.32
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Congestion,2.76
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.91
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Port Strike,15.74
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Congestion,16.53
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.5
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Equipment Failure,21.5
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Piracy Threat,9.5
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Congestion,2.65
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Congestion,8.89
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Port Strike,3.84
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Severe Weather,19.19
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.19
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Equipment Failure,4.4
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Port Strike,4.33
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Equipment Failure,8.29
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Port Strike,13.5
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Port Strike,12.35
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Port Strike,4.68
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Congestion,7.78
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Severe Weather,6.34
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Congestion,24.22
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Equipment Failure,5.79
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,38.62
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.31
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,7.32
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Piracy Threat,17.61
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Port Strike,7.83
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Severe Weather,9.03
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Congestion,27.39
WH_CHICAGO,WH_NY,1140,Road,2,3,Congestion,3.15
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Congestion,10.41
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Congestion,5.85
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Congestion,4.09
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Severe Weather,1.26
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Severe Weather,10.51
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.24
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.16
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Equipment Failure,2.52
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Equipment Failure,10.49
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.13
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Equipment Failure,2.17
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Congestion,18.56
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Port Strike,1.64
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Piracy Threat,29.47
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Port Strike,3.07
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Severe Weather,3.63
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Equipment Failure,15.28
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Congestion,8.21
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Port Strike,14.94
WH_CHICAGO,WH_NY,1140,Road,2,1,Equipment Failure,2.2
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Port Strike,4.25
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Piracy Threat,8.4
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Port Strike,2.56
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Port Strike,4.31
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Congestion,2.67
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Port Strike,15.79
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,40.81
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Severe Weather,5.12
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Port Strike,12.82
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Port Strike,21.34
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Port Strike,5.12
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Equipment Failure,16.43
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Port Strike,11.29
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Piracy Threat,10.34
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Port Strike,7.97
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,2.63
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Port Strike,12.24
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Equipment Failure,14.31
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Piracy Threat,25.25
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Port Strike,1.76
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Piracy Threat,2.12
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,8.74
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Equipment Failure,4.27
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Congestion,18.37
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Congestion,31.86
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Port Strike,33.64
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Severe Weather,3.59
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.36
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Equipment Failure,7.13
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Equipment Failure,4.7
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Equipment Failure,6.93
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Equipment Failure,10.95
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Piracy Threat,38.12
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.78
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.15
WH_CHICAGO,WH_NY,1140,Road,2,4,Congestion,3.03
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.31
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Piracy Threat,7.42
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Equipment Failure,9.28
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Severe Weather,14.4
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,35.24
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Port Strike,8.32
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Severe Weather,2.02
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Piracy Threat,2.71
WH_CHICAGO,WH_NY,1140,Road,2,9,Port Strike,4.64
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Congestion,10.16
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Equipment Failure,6.79
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Severe Weather,18.78
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Congestion,12.11
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Piracy Threat,1.46
WH_CHICAGO,WH_NY,1140,Road,2,4,Equipment Failure,2.87
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Port Strike,25.39
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Piracy Threat,3.85
WH_CHICAGO,WH_NY,1140,Road,2,8,Piracy Threat,4.39
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Port Strike,5.5
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.93
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Equipment Failure,42.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Congestion,1.96
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,11.2
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Severe Weather,46.14
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Equipment Failure,8.72
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.92
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Piracy Threat,6.23
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Piracy Threat,1.22
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Piracy Threat,4.67
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Congestion,5.18
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Piracy Threat,17.57
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Port Strike,1.25
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,29.01
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Piracy Threat,1.74
WH_CHICAGO,WH_NY,1140,Road,2,10,Congestion,5.05
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Port Strike,15.05
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Severe Weather,15.29
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Congestion,2.83
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Port Strike,2.67
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Equipment Failure,11.54
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Port Strike,32.36
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Port Strike,21.87
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Severe Weather,42.62
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,8.96
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Severe Weather,20.56
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.22
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Equipment Failure,26.2
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.59
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Equipment Failure,22.08
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,12.78
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Severe Weather,19.45
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.94
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Piracy Threat,1.81
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,28.17
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Port Strike,9.89
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Congestion,2.66
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Congestion,7.09
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Piracy Threat,2.09
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Severe Weather,11.18
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.7
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Severe Weather,3.29
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Equipment Failure,8.73
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Severe Weather,4.01
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Piracy Threat,13.6
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Piracy Threat,3.26
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Port Strike,8.76
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Port Strike,6.71
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Equipment Failure,4.98
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Port Strike,2.55
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.93
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Equipment Failure,9.2
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Severe Weather,39.86
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Severe Weather,6.56
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Piracy Threat,1.21
WH_CHICAGO,WH_NY,1140,Road,2,6,Piracy Threat,4.73
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Congestion,1.11
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Port Strike,3.2
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Congestion,4.36
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Severe Weather,11.02
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Equipment Failure,5.97
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Port Strike,13.31
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,17.76
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Piracy Threat,15.74
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Severe Weather,4.23
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Severe Weather,3.31
WH_CHICAGO,WH_NY,1140,Road,2,8,Severe Weather,4.09
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Congestion,1.69
WH_CHICAGO,WH_NY,1140,Road,2,1,Port Strike,2.96
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Equipment Failure,1.44
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.47
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.15
WH_CHICAGO,WH_NY,1140,Road,2,10,Piracy Threat,6.18
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,11.52
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.22
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,20.42
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.11
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Port Strike,4.56
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Congestion,5.35
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.19
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Equipment Failure,5.17
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Port Strike,10.13
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,42.59
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.41
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Congestion,15.5
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.09
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,3.14
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.4
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Piracy Threat,6.34
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.01
WH_CHICAGO,WH_NY,1140,Road,2,8,Piracy Threat,4.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Congestion,17.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Congestion,16.21
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,11.03
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Equipment Failure,1.46
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,20.01
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Equipment Failure,37.55
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.16
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Piracy Threat,12.35
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.06
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Equipment Failure,11.09
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Severe Weather,4.96
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Piracy Threat,2.28
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Congestion,1.39
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Congestion,6.54
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Congestion,27.48
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Congestion,10.23
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,8.86
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,7.16
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Piracy Threat,4.52
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,18.21
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,15.46
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Piracy Threat,26.73
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,18.84
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,4.39
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Equipment Failure,2.2
WH_CHICAGO,WH_NY,1140,Road,2,8,Piracy Threat,3.96
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,5,Piracy Threat,1.86
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Severe Weather,29.74
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Severe Weather,1.97
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Severe Weather,9.15
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Equipment Failure,10.41
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Piracy Threat,2.2
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,12.41
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Port Strike,2.53
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,3.42
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.33
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Congestion,1.23
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Congestion,14.54
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Equipment Failure,2.44
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Equipment Failure,3.33
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Piracy Threat,15.81
WH_CHICAGO,WH_NY,1140,Road,2,7,Equipment Failure,4.72
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Port Strike,8.98
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Congestion,14.78
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Port Strike,14.26
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.39
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Piracy Threat,14.6
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Equipment Failure,33.88
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Piracy Threat,11.03
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Port Strike,2.43
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Port Strike,4.51
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,10.78
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Piracy Threat,4.82
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Port Strike,9.39
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Equipment Failure,2.9
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Congestion,4.76
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,4.99
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Congestion,2.97
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.3
WH_CHICAGO,WH_NY,1140,Road,2,3,Congestion,3.67
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Piracy Threat,4.1
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Equipment Failure,10.58
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Congestion,6.42
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,33.11
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Piracy Threat,19.34
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Piracy Threat,31.63
WH_CHICAGO,WH_NY,1140,Road,2,7,Equipment Failure,4.31
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Piracy Threat,12.69
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Port Strike,3.34
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Severe Weather,12.77
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,9.94
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Piracy Threat,1.54
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Equipment Failure,3.83
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Piracy Threat,4.43
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Piracy Threat,2.97
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,8,Port Strike,12.98
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Severe Weather,3.27
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Equipment Failure,15.8
